MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
30,4,70,5890,1,0,3,3,0,0,0,9,2,2,0,2,6,8,1930,2007,1,1,13,14,0,0,4,4,0,3,3,3,5,538,1,0,278,816,1,5,1,4,816,0,0,816,0,0,1,0,2,1,3,5,6,0,0,6,2002,3,1,432,3,3,2,0,0,96,0,0,0,0,0,0,0,6,2008,8,4,120500
60,3,70,13700,1,0,0,3,0,4,0,12,2,2,0,5,7,6,1965,1988,1,1,12,13,3,288,3,3,1,3,3,4,5,454,1,0,410,864,1,3,1,4,902,918,0,1820,0,0,1,2,4,1,2,8,6,2,4,2,1965,3,2,492,3,3,2,60,84,0,0,273,0,0,4,0,0,5,2008,8,4,201800
20,3,90,10768,1,0,0,3,0,0,0,24,2,2,0,2,5,8,1976,2004,1,1,9,10,0,0,4,4,1,4,3,4,5,1157,1,0,280,1437,1,3,1,4,1437,0,0,1437,1,0,2,0,3,1,2,6,6,1,2,2,1976,2,2,528,3,3,2,0,21,0,0,180,0,0,0,0,0,7,2007,8,4,218000
80,3,85,9350,1,0,3,3,0,4,0,12,2,2,0,7,5,8,1965,1999,1,1,3,3,0,0,3,4,2,3,3,4,5,633,1,0,586,1219,1,4,1,4,1265,0,0,1265,0,1,2,0,3,1,2,6,6,1,4,2,1965,2,2,502,3,3,2,0,92,0,96,0,0,0,3,0,0,10,2008,8,4,179900
120,3,34,5001,1,0,0,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,1,12,13,3,166,4,3,2,4,3,1,6,904,1,0,410,1314,1,5,1,4,1314,0,0,1314,1,0,2,0,2,1,2,6,6,1,4,2,2008,2,2,626,3,3,2,172,62,0,0,0,0,0,0,0,0,7,2009,8,4,230000
20,3,92,11932,1,0,3,3,0,2,0,21,1,2,0,2,8,5,2007,2008,1,1,12,13,3,186,4,3,2,4,3,1,1,0,1,0,1580,1580,1,5,1,4,1580,0,0,1580,0,0,2,0,3,1,2,7,6,0,0,2,2008,2,3,830,3,3,2,0,24,0,0,0,0,0,0,0,0,6,2008,3,5,235128
60,3,76,9120,1,0,3,3,0,4,0,14,2,2,0,5,6,6,1974,1974,3,1,6,6,2,270,4,3,1,3,3,1,5,442,1,0,459,901,1,3,1,4,943,933,0,1876,0,0,2,1,4,1,2,8,6,1,3,2,1974,2,2,540,4,3,2,0,69,0,0,0,0,0,0,0,0,7,2008,8,4,185000
160,3,24,2280,1,0,3,3,0,4,0,13,2,2,3,5,6,5,1978,1978,1,1,9,2,0,0,3,3,1,4,3,1,5,311,1,0,544,855,1,2,1,4,855,601,0,1456,0,0,2,1,3,1,3,7,6,1,3,2,1978,3,2,440,3,3,2,26,0,0,0,0,0,0,0,0,0,7,2010,8,4,146000
20,3,70,14778,1,0,0,2,0,1,0,6,4,2,0,2,6,7,1954,2006,3,1,6,6,2,72,4,3,1,3,3,1,4,728,1,0,568,1296,1,5,1,4,1640,0,0,1640,1,0,1,0,3,1,2,7,6,1,4,6,1993,3,2,924,3,3,2,108,0,0,216,0,0,0,0,0,0,11,2008,8,4,224000
20,3,109,8724,1,0,3,3,0,4,0,19,2,2,0,2,5,5,1968,1968,1,1,12,13,0,0,3,3,1,4,3,1,4,492,1,0,402,894,1,4,1,4,894,0,0,894,0,0,1,0,3,1,3,5,6,1,1,2,1968,1,2,450,3,3,2,0,0,0,0,0,0,0,0,0,0,5,2007,8,4,129000
90,3,60,12900,1,0,3,3,0,4,0,19,1,2,2,6,4,4,1969,1969,1,1,9,10,0,0,3,3,1,4,3,3,6,1198,1,0,0,1198,1,3,1,4,1258,0,0,1258,2,0,0,2,0,2,3,6,6,0,0,5,1969,3,2,400,2,3,2,120,0,0,0,0,0,0,0,0,0,1,2008,8,2,108959
80,3,70,16157,1,0,0,3,0,2,0,24,1,2,0,7,5,7,1978,1978,1,1,9,10,0,0,3,3,2,4,3,4,5,680,3,391,289,1360,1,5,1,4,1432,0,0,1432,1,0,1,1,2,1,2,5,6,1,3,2,1978,3,2,588,3,3,2,168,180,0,0,0,0,0,0,0,0,6,2007,8,4,194000
20,3,79,9541,1,0,0,3,0,4,0,16,2,2,0,2,7,5,2009,2009,1,1,12,13,3,268,4,3,2,4,3,1,1,0,1,0,1502,1502,1,5,1,4,1502,0,0,1502,0,0,2,0,3,1,2,7,6,0,0,2,2009,2,2,644,3,3,2,0,114,0,0,0,0,0,0,0,0,9,2009,6,5,233170
20,3,64,10475,1,0,0,3,0,0,0,5,2,2,0,2,8,5,2008,2008,1,1,12,13,3,72,4,3,2,4,3,3,1,0,1,0,1694,1694,1,5,1,4,1694,0,0,1694,0,0,2,0,3,1,2,7,6,0,0,2,2008,2,3,776,3,3,2,160,33,0,0,0,0,0,0,0,0,2,2010,8,4,245350
60,3,58,10852,1,0,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,0,0,3,3,2,4,3,1,6,786,1,0,173,959,1,5,1,4,959,712,0,1671,1,0,2,1,3,1,3,7,6,1,3,2,2000,1,2,472,3,3,2,0,38,0,0,0,0,0,0,0,0,2,2006,8,4,173000
70,3,120,13728,1,0,3,3,0,0,0,7,2,2,0,5,6,7,1935,1986,3,1,11,12,0,0,3,3,1,3,3,1,3,626,1,0,501,1127,1,5,1,4,1236,872,0,2108,0,0,2,0,4,1,2,7,6,2,3,3,1935,3,2,540,3,3,2,0,0,0,0,90,0,0,0,0,0,7,2008,8,4,235000
60,3,118,35760,1,0,0,3,0,1,0,15,2,2,0,5,10,5,1995,1996,3,1,6,6,2,1378,4,4,2,5,3,4,6,1387,1,0,543,1930,1,5,1,4,1831,1796,0,3627,1,0,3,1,4,1,2,10,6,1,3,2,1995,1,3,807,3,3,2,361,76,0,0,0,0,0,0,0,0,7,2006,8,4,625000
80,3,76,9880,1,0,3,3,0,4,0,11,2,2,0,7,6,6,1977,1977,1,1,9,10,0,0,3,3,1,3,3,3,5,522,1,0,574,1096,1,3,1,4,1118,0,0,1118,1,0,1,0,3,1,3,6,6,1,1,2,1977,1,1,358,3,3,2,203,0,0,0,0,576,3,4,0,0,7,2008,8,4,171000
20,3,76,9120,1,0,3,3,0,4,0,12,2,2,0,2,6,6,1958,1958,3,1,8,8,0,0,3,3,1,3,3,1,5,662,1,0,599,1261,1,5,1,4,1261,0,0,1261,1,0,1,0,3,1,3,6,6,1,3,2,1958,2,2,433,3,3,2,0,0,0,0,288,0,0,0,1,1400,11,2008,8,4,163000
160,1,35,4017,1,2,0,3,0,4,0,21,2,2,4,5,7,5,2006,2007,1,1,8,8,0,0,4,3,2,4,3,1,1,0,1,0,625,625,1,5,1,4,625,625,0,1250,0,0,2,1,2,1,2,5,6,0,0,6,2006,1,2,625,3,3,2,0,54,0,0,0,0,0,0,0,0,3,2008,8,4,171900
50,3,138,18030,1,0,0,0,0,4,0,4,2,2,0,0,5,6,1946,1994,1,1,8,8,0,0,3,3,1,3,3,1,3,152,4,469,977,1598,1,3,1,4,1636,971,479,3086,0,0,3,0,3,1,0,12,0,1,4,0,0,0,0,0,0,0,2,122,0,0,0,0,0,0,3,0,0,3,2007,8,4,200500
70,3,80,16560,1,0,0,3,0,4,0,6,2,2,0,5,6,8,1932,1950,1,1,13,14,0,0,3,3,0,4,3,1,3,503,1,0,449,952,1,3,1,4,1170,1175,0,2345,0,0,2,1,4,1,3,9,6,1,4,6,1932,3,2,360,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2006,8,4,239000
50,3,85,10678,1,0,3,3,0,4,0,15,2,2,0,0,8,5,1992,2000,3,1,6,6,2,337,4,3,2,4,3,1,6,700,1,0,983,1683,1,5,1,4,2129,743,0,2872,0,0,2,1,4,1,2,9,6,1,3,2,1992,1,2,541,3,3,2,0,33,0,0,0,0,0,0,0,0,4,2007,8,4,285000
20,3,37,6951,1,0,0,3,0,1,0,11,2,2,0,2,5,5,1984,1985,1,1,6,10,0,0,3,3,1,3,3,1,5,658,1,0,218,876,1,3,1,4,923,0,0,923,1,0,1,0,3,1,3,5,6,0,0,2,1984,3,1,264,3,3,2,362,0,0,0,0,0,0,3,0,0,10,2008,8,4,119500
50,4,70,3950,1,1,3,0,0,4,0,17,0,2,0,0,6,8,1926,2004,1,1,8,8,0,0,3,3,1,3,3,1,3,468,1,0,350,818,1,3,1,4,818,406,0,1224,0,0,1,0,3,1,3,5,6,0,0,6,1926,3,1,210,3,3,0,0,0,116,0,0,0,0,0,0,0,12,2009,8,4,115000
50,3,54,7681,1,0,0,3,0,2,0,6,2,2,0,0,5,6,1921,1950,1,1,13,14,0,0,3,3,0,3,3,1,1,0,1,0,731,731,1,5,1,4,820,523,0,1343,0,0,1,1,3,1,3,7,6,1,4,6,1921,3,1,186,2,3,2,192,0,102,0,0,0,0,0,0,0,7,2009,8,4,154900
20,3,77,8335,1,0,3,3,0,0,0,7,2,2,0,2,5,5,1954,1954,1,1,13,14,0,0,3,3,3,0,0,0,0,0,0,0,0,0,1,4,1,4,1124,0,0,1124,0,0,1,0,3,1,3,5,3,1,4,0,0,0,0,0,0,0,0,0,36,190,0,0,0,0,0,0,0,4,2006,8,4,93000
60,3,70,11170,1,0,1,3,0,0,0,23,2,2,0,5,7,5,1990,1991,1,1,8,8,0,0,3,3,5,4,3,1,2,1216,1,0,0,1216,1,5,1,4,1298,1216,0,2514,0,0,2,1,4,1,3,8,6,0,0,2,1990,1,2,693,3,3,2,0,0,0,0,0,0,0,4,0,0,4,2006,8,4,250000
120,4,64,5587,1,0,0,1,0,4,1,6,2,2,4,2,8,5,2008,2008,3,1,5,5,3,186,5,3,2,5,3,4,6,1480,1,0,120,1600,1,5,1,4,1652,0,0,1652,1,1,2,0,2,1,2,5,6,1,4,2,2008,1,2,482,3,3,2,162,53,0,153,0,0,0,0,0,0,11,2008,6,5,392500
60,3,160,15623,1,0,0,3,0,0,0,15,2,2,0,5,10,5,1996,1996,3,1,13,7,0,0,4,3,2,5,3,3,6,2096,1,0,300,2396,1,5,1,4,2411,2065,0,4476,1,0,3,1,4,1,0,10,6,2,3,2,1996,1,3,813,3,3,2,171,78,0,0,0,555,4,3,0,0,7,2007,8,0,745000
30,3,60,10800,1,1,3,3,0,4,0,17,2,2,0,2,5,6,1920,1950,3,1,11,12,0,0,3,3,0,3,3,1,3,821,1,0,299,1120,1,5,1,4,1130,0,0,1130,1,0,1,0,2,1,3,5,6,1,4,6,1970,3,2,720,3,3,2,229,0,0,0,0,0,0,0,0,0,6,2006,8,4,120000
20,3,50,35133,0,0,3,3,0,4,1,23,2,2,0,2,5,4,1963,1963,3,1,8,8,2,226,3,3,1,3,3,4,3,1159,1,0,413,1572,1,4,1,4,1572,0,0,1572,1,0,1,1,3,1,3,5,6,2,3,1,1963,2,3,995,3,3,2,0,263,0,0,263,0,0,0,0,0,5,2007,8,4,186700
50,3,60,9738,1,0,3,3,0,4,0,7,2,2,0,0,5,7,1924,1950,1,1,0,0,0,0,3,4,0,3,3,1,4,392,1,0,392,784,1,4,1,4,949,272,0,1221,1,0,1,0,4,1,3,7,6,0,0,2,1965,3,1,392,3,3,2,0,0,236,0,0,0,0,0,0,0,3,2006,8,4,104900
190,3,107,10615,1,0,0,0,0,0,1,17,0,0,1,5,3,5,1900,1970,1,1,6,6,0,0,3,3,1,2,3,2,4,440,1,0,538,978,1,3,1,4,1014,685,0,1699,1,0,2,0,3,2,3,7,6,0,0,5,1920,3,2,420,2,2,2,0,74,0,0,0,0,0,0,0,0,8,2009,8,0,95000
20,3,89,12461,1,0,3,3,0,0,0,15,2,2,0,2,8,5,1994,1995,1,1,7,7,0,0,4,3,2,4,3,1,6,1456,1,0,168,1624,1,5,1,4,1624,0,0,1624,1,0,2,0,2,1,2,5,6,1,2,2,1994,2,3,757,3,3,2,0,114,192,0,0,0,0,4,0,0,7,2006,8,4,262000
60,3,68,8935,1,0,0,3,0,4,0,5,2,2,0,5,7,5,2002,2002,1,1,12,13,2,95,4,3,2,4,3,1,1,0,1,0,831,831,1,5,1,4,831,829,0,1660,0,0,2,1,3,1,2,7,6,0,0,2,2002,2,2,493,3,3,2,144,68,0,0,0,0,0,0,0,0,7,2009,8,4,195000
60,3,60,7500,1,0,3,3,0,4,0,8,2,2,0,5,7,5,1999,1999,1,1,12,13,0,0,3,3,2,3,3,1,1,0,1,0,994,994,1,4,1,4,1028,776,0,1804,0,0,2,1,3,1,2,7,6,1,3,2,1999,1,2,442,3,3,2,140,60,0,0,0,0,0,0,0,0,6,2010,8,4,189000
190,3,70,32463,1,0,3,2,0,4,1,11,2,2,1,2,4,4,1961,1975,1,1,8,8,3,149,3,4,1,3,3,3,4,1159,1,0,90,1249,1,5,1,4,1622,0,0,1622,1,0,1,0,3,1,3,7,6,1,3,1,1975,1,4,1356,3,3,2,439,0,0,0,0,0,0,0,0,0,3,2007,8,4,168000
160,1,24,2645,1,2,3,3,0,4,0,21,2,2,3,5,8,5,1999,2000,1,1,8,8,2,456,4,3,2,4,3,1,1,0,1,0,776,776,1,5,1,4,764,677,0,1441,0,0,2,1,2,1,2,5,6,0,0,6,1999,3,2,492,3,3,2,206,0,0,0,0,0,0,0,0,0,11,2007,8,4,174000
50,4,60,9600,1,1,3,3,0,4,0,17,2,2,0,0,5,8,1925,1994,2,1,12,13,0,0,3,3,2,3,3,2,1,0,1,0,702,702,1,4,1,4,842,630,0,1472,0,0,1,0,3,1,2,6,6,0,0,6,1925,3,1,250,3,2,1,0,0,84,0,0,0,0,2,0,0,7,2007,8,4,125000
120,4,70,4500,1,0,3,3,0,2,0,11,2,2,4,2,6,5,1999,1999,3,1,12,13,2,425,3,3,2,5,3,1,6,883,1,0,341,1224,1,5,1,4,1224,0,0,1224,1,0,2,0,2,1,3,5,6,0,0,2,1999,1,2,402,3,3,2,0,304,0,0,0,0,0,0,0,0,6,2009,8,4,165000
60,3,80,9364,1,0,3,3,0,0,0,19,2,2,0,5,6,7,1969,1969,1,1,6,6,3,143,3,3,1,3,3,1,5,371,1,0,292,663,1,3,1,4,663,689,0,1352,0,0,1,1,4,1,3,7,6,0,0,2,1969,1,1,299,3,3,2,379,36,0,0,0,0,0,3,0,0,3,2010,8,4,158000
60,3,51,8029,1,0,0,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,0,0,3,3,2,4,3,1,1,0,1,0,728,728,1,5,1,4,728,728,0,1456,0,0,2,1,3,1,2,8,6,0,0,2,2005,1,2,400,3,3,2,100,24,0,0,0,0,0,0,0,0,7,2008,8,4,176000
60,3,58,14054,1,0,0,3,0,4,0,8,2,2,0,5,7,5,2006,2006,1,1,12,13,0,0,4,3,2,4,3,3,1,0,1,0,879,879,1,5,1,4,879,984,0,1863,0,0,2,1,4,1,2,9,6,1,4,4,2006,1,3,660,3,3,2,100,17,0,0,0,0,0,0,0,0,11,2006,6,5,219210
75,4,65,8850,1,0,0,0,0,0,0,17,2,2,0,4,7,6,1916,1950,1,1,8,8,0,0,3,3,0,3,3,1,1,0,1,0,815,815,1,5,1,4,815,875,0,1690,0,0,1,0,3,1,3,7,6,1,4,6,1916,3,1,225,3,3,2,0,0,330,0,0,0,0,0,0,0,7,2006,5,4,144000
20,3,70,9100,1,0,3,3,0,4,0,5,2,2,0,2,7,5,2001,2001,1,1,12,13,0,0,4,3,2,4,3,1,1,0,1,0,1212,1212,1,5,1,4,1212,0,0,1212,0,0,2,0,3,1,2,6,6,0,0,2,2001,2,2,573,3,3,2,356,0,0,0,0,0,0,0,0,0,6,2009,8,4,178000
20,3,75,11235,1,0,3,3,0,4,0,19,2,2,0,2,4,5,1963,1979,1,1,6,6,2,51,3,3,1,3,3,1,3,547,1,0,504,1051,1,4,1,4,1382,0,0,1382,0,0,1,1,3,1,3,6,6,1,1,2,1974,3,2,459,3,3,2,0,82,0,0,0,0,0,0,0,0,10,2006,8,4,148000
20,3,71,9353,1,0,3,3,0,4,0,12,2,2,0,2,4,5,1970,1970,1,1,8,8,0,0,3,3,1,3,3,1,1,0,1,0,864,864,1,4,1,4,864,0,0,864,0,0,1,0,3,1,3,5,6,0,0,2,1972,3,1,280,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2006,7,0,116050
60,3,80,10400,1,0,3,3,0,0,0,5,2,2,0,5,7,5,1998,1998,1,1,12,13,0,0,3,3,2,4,3,3,1,0,1,0,866,866,1,5,1,4,866,913,0,1779,0,0,2,1,3,1,2,6,6,0,0,2,1998,2,2,546,3,3,2,198,36,0,0,0,0,0,0,0,0,3,2009,8,4,197900
50,4,50,6000,1,0,3,3,0,0,0,3,2,2,0,0,5,8,1925,1997,1,1,13,14,0,0,3,3,0,3,3,1,1,0,1,0,884,884,1,5,1,4,884,464,0,1348,1,0,1,0,3,1,3,5,6,1,2,6,1960,3,1,216,3,3,0,0,0,208,0,0,0,0,0,0,0,5,2009,8,4,117000
20,3,75,9750,1,0,3,3,0,4,0,5,2,2,0,2,7,5,2000,2001,1,1,12,13,2,171,4,3,2,4,3,1,1,0,1,0,1630,1630,1,5,1,4,1630,0,0,1630,0,0,2,0,3,1,2,6,6,1,3,2,2000,3,2,451,3,3,2,74,234,0,0,0,0,0,0,0,0,10,2009,8,4,213000
20,3,78,10140,1,0,3,3,0,4,0,14,2,2,0,2,5,6,1975,1975,1,1,6,6,0,0,3,3,1,4,3,1,5,788,1,0,268,1056,1,5,1,4,1074,0,0,1074,1,0,1,1,3,1,3,6,6,0,0,2,1975,2,2,495,3,3,2,0,88,0,0,0,0,0,3,0,0,7,2006,8,4,153500
20,3,90,14684,1,0,0,3,0,1,0,20,2,2,0,2,7,7,1990,1991,3,1,6,6,2,234,4,3,1,4,3,2,5,485,4,177,1496,2158,1,4,1,4,2196,0,0,2196,0,0,2,0,3,1,2,7,6,1,3,2,1990,2,3,701,3,3,2,84,70,0,0,0,0,0,0,0,0,6,2009,8,4,271900
20,2,70,8900,1,0,3,3,0,4,0,20,2,2,0,2,4,4,1966,1966,1,1,6,6,0,0,3,3,1,3,3,1,3,1056,1,0,0,1056,1,3,1,4,1056,0,0,1056,1,0,1,0,2,1,3,5,6,0,0,6,1966,3,1,384,3,3,2,0,42,0,0,0,0,0,3,0,0,11,2006,8,4,107000
20,3,70,9135,1,0,3,3,0,4,0,5,2,2,0,2,6,5,2003,2003,1,1,12,13,2,120,4,3,2,4,3,3,6,340,1,0,1342,1682,1,5,1,4,1700,0,0,1700,1,0,2,0,3,1,2,7,6,0,0,2,2003,2,2,544,3,3,2,192,23,0,0,0,0,0,0,0,0,5,2006,8,4,200000
20,3,70,7763,1,0,3,3,0,4,0,12,2,2,0,2,5,7,1962,1980,1,1,8,8,0,0,3,4,1,3,3,1,3,504,4,108,319,931,1,3,1,4,1283,0,0,1283,1,0,1,0,3,1,3,6,6,0,0,6,1980,3,2,506,3,3,2,0,0,0,0,0,0,0,0,0,0,10,2008,8,4,140000
20,3,85,10182,1,0,0,3,0,1,0,21,8,2,0,2,8,5,2006,2006,3,1,12,13,3,420,4,3,2,5,3,2,6,1220,1,0,440,1660,1,5,1,4,1660,0,0,1660,1,0,2,0,3,1,2,8,6,1,4,2,2006,2,2,500,3,3,2,322,50,0,0,0,0,0,0,0,0,5,2006,6,5,290000
60,3,70,11218,1,0,3,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,1,13,14,0,0,4,3,2,4,3,1,1,0,1,0,1055,1055,1,5,1,4,1055,790,0,1845,0,0,2,1,3,1,2,8,6,1,3,2,1992,2,2,462,3,3,2,635,104,0,0,0,0,0,4,1,400,5,2010,8,4,189000
50,3,152,12134,1,0,0,0,0,4,1,8,2,2,0,0,8,7,1988,2005,1,1,13,14,0,0,4,3,5,4,3,3,6,427,1,0,132,559,1,4,1,4,1080,672,0,1752,0,0,2,0,4,1,3,8,6,0,0,3,1988,2,2,492,3,3,2,325,12,0,0,0,0,0,0,0,0,6,2010,8,4,164000
30,3,50,9340,1,0,3,3,0,4,0,7,2,2,0,2,4,6,1941,1950,3,1,8,8,0,0,3,3,1,3,3,1,3,344,1,0,328,672,1,3,1,4,672,0,0,672,1,0,1,0,2,1,3,4,6,0,0,2,1941,3,1,234,3,3,0,0,113,0,0,0,0,0,0,0,0,8,2009,8,4,113000
80,3,70,10246,1,0,0,3,0,1,0,19,2,2,0,7,4,9,1965,2001,1,1,12,13,0,0,3,4,1,3,4,3,6,648,1,0,0,648,1,5,1,4,960,0,0,960,1,1,0,0,0,1,3,3,6,0,0,2,1965,3,1,364,3,3,2,88,0,0,0,0,0,0,0,0,0,5,2006,8,4,145000
85,3,69,10205,1,0,0,3,0,4,0,12,2,2,0,6,5,5,1962,1962,1,1,8,8,0,0,3,3,1,3,3,3,4,784,1,0,141,925,1,3,1,4,999,0,0,999,1,0,1,0,3,1,3,6,6,0,0,2,1962,3,1,300,3,3,2,150,72,0,0,0,0,0,0,0,0,5,2006,8,4,134500
20,3,99,7094,1,0,0,3,0,4,0,19,2,2,0,2,5,5,1966,1966,1,1,12,13,0,0,3,3,1,3,3,1,3,180,2,374,340,894,1,3,1,4,894,0,0,894,0,0,1,0,3,1,3,5,6,0,0,6,1966,2,1,384,3,3,2,0,0,0,0,0,0,0,3,0,0,5,2007,8,4,125000
90,4,68,8930,1,0,3,3,0,4,0,19,5,2,2,0,6,5,1978,1978,1,1,12,13,0,0,3,3,3,0,0,0,0,0,0,0,0,0,1,3,1,4,1318,584,0,1902,0,0,2,0,4,2,3,8,6,0,0,2,1978,3,2,539,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2010,8,4,112000
20,1,72,8640,1,0,3,3,0,4,0,21,2,2,0,2,8,5,2009,2009,1,1,5,5,3,72,4,3,2,4,3,2,6,936,1,0,364,1300,1,5,1,4,1314,0,0,1314,1,0,2,0,3,1,2,6,6,0,0,2,2009,2,2,552,3,3,2,135,112,0,0,0,0,0,0,0,0,9,2009,6,5,229456
50,4,52,6240,1,0,3,3,0,4,0,3,2,2,0,0,4,5,1947,1950,1,1,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,1,4,0,4,672,240,0,912,0,0,1,0,2,1,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,8,4,80500
160,4,21,1680,1,0,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,5,5,2,236,3,3,1,3,3,1,1,0,1,0,672,672,1,3,1,4,672,546,0,1218,0,0,1,1,3,1,3,7,6,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,4,2006,8,0,91500
20,3,66,7800,1,0,0,3,0,4,0,12,2,2,0,2,5,5,1964,1964,1,1,13,14,0,0,3,3,1,3,3,1,3,312,2,600,0,912,1,3,1,4,912,0,0,912,0,0,1,0,2,1,3,5,6,0,0,2,1964,3,1,288,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2006,8,0,115000
20,3,55,8250,1,0,3,3,0,4,0,19,1,2,0,2,5,5,1968,1968,3,1,6,6,0,0,3,3,1,3,3,1,4,250,2,492,210,952,1,5,1,4,1211,0,0,1211,0,0,1,0,3,1,3,5,6,1,3,2,1968,3,1,322,3,3,2,0,63,0,0,0,0,0,0,0,0,8,2008,8,4,134000
50,3,78,10496,1,0,3,3,0,4,0,12,0,2,0,0,6,6,1949,1950,1,1,13,14,2,320,3,3,1,3,3,2,3,196,1,0,844,1040,1,5,1,4,1168,678,0,1846,0,0,2,0,3,1,3,7,6,1,4,2,1949,3,1,315,3,3,2,0,0,0,0,0,0,0,2,0,0,1,2007,8,4,143000
20,3,89,10680,1,0,3,3,0,4,0,12,2,2,0,2,5,3,1951,1951,3,1,13,14,2,44,3,3,1,3,2,1,2,756,1,0,1380,2136,1,3,0,0,2136,0,0,2136,0,0,2,0,4,1,3,7,4,0,0,6,1951,3,2,528,3,3,2,0,30,0,0,0,0,0,3,0,0,10,2006,8,4,137900
60,3,60,15384,1,0,0,3,0,4,0,8,6,2,0,5,7,5,2004,2005,1,1,12,13,0,0,4,3,2,4,3,3,6,724,1,0,64,788,1,5,1,4,788,702,0,1490,1,0,2,1,3,1,2,8,6,1,4,2,2004,1,2,388,3,3,2,100,75,0,0,0,0,0,0,0,0,2,2008,8,4,184000
80,3,65,10482,1,0,3,3,0,4,0,12,2,2,0,7,6,8,1958,1958,3,1,12,13,2,63,3,4,1,3,3,3,6,507,1,0,81,588,1,5,1,4,1138,0,0,1138,0,1,1,0,3,1,3,6,6,0,0,2,1958,2,1,264,3,3,2,224,0,0,0,0,0,0,1,0,0,6,2007,8,4,145000
60,3,86,14598,1,0,0,3,0,1,0,21,1,2,0,5,6,5,2007,2007,1,1,12,13,3,74,4,3,2,4,3,2,1,0,1,0,894,894,1,5,1,4,894,1039,0,1933,0,0,2,1,4,1,2,9,6,1,4,4,2007,1,3,668,3,3,2,100,18,0,0,0,0,0,0,0,0,1,2008,8,4,214000
20,3,72,8872,1,0,3,3,0,0,0,12,2,2,0,2,5,8,1965,2008,1,1,12,13,2,300,3,3,1,3,3,1,5,595,1,0,317,912,1,5,1,4,912,0,0,912,1,0,1,0,2,1,2,5,6,0,0,6,1992,3,2,576,3,3,2,0,240,0,0,0,0,0,0,0,0,12,2008,8,4,147000
120,3,65,8769,1,0,3,3,0,0,0,16,2,2,4,2,9,5,2008,2008,3,1,8,8,2,766,5,3,2,5,3,1,6,1540,1,0,162,1702,1,5,1,4,1702,0,0,1702,1,0,1,1,1,1,0,7,6,1,4,2,2008,1,3,1052,3,3,2,0,72,0,0,224,0,0,0,0,0,10,2008,6,5,367294
80,3,70,7910,1,0,3,3,0,4,0,12,2,2,0,7,5,5,1960,1960,3,1,3,6,0,0,3,3,1,3,3,1,5,666,1,0,409,1075,1,4,1,4,1507,0,0,1507,0,0,2,0,4,1,3,7,0,0,0,3,1960,3,1,404,3,3,2,0,0,0,0,0,0,0,2,0,0,8,2008,8,4,127000
90,3,70,18890,1,0,0,3,0,4,0,19,1,5,2,0,5,5,1977,1977,5,1,9,10,0,1,3,3,1,4,3,1,6,498,3,211,652,1361,1,5,1,4,1361,1259,0,2620,0,0,2,2,4,2,3,12,6,1,3,4,1977,2,2,600,3,3,0,155,24,145,0,0,0,0,0,1,8300,8,2007,8,4,190000
90,3,70,7728,1,0,3,3,0,4,0,12,2,2,2,7,5,6,1962,1962,3,1,13,14,2,120,3,3,1,3,3,3,5,803,1,0,303,1106,1,3,1,4,1190,0,0,1190,1,0,1,0,3,1,3,6,6,0,0,2,1962,3,2,540,3,3,2,0,18,0,0,0,0,0,2,0,0,5,2006,8,4,132500
